element,ion,wavelength,rel_intensity
Ga,II,342.225,85
Ga,II,726.445,160
Ga,II,814.118,148
Ga,II,883.537,951
Ga,II,509.734,607
Ga,II,717.072,61
Ga,II,401.878,888
Ga,II,419.711,640
Ga,II,409.808,755
Ga,II,565.324,583
Ga,II,780.065,455
Ga,II,346.761,276
Ga,II,411.025,439
Ga,II,279.081,723
Ga,II,490.49,683
Ga,II,517.274,866
Ga,II,244.992,895
Ga,II,306.058,973
Ga,II,749.378,645
Ga,II,388.302,874
Ga,II,854.974,324
Ga,II,652.567,598
Ga,II,272.825,698
Ga,II,533.644,639
Ga,II,504.82,341
Ga,II,219.768,411
Ga,II,410.519,303
Ga,II,233.874,741
Ga,II,781.228,213
Ga,II,501.619,518
Ga,II,748.366,588
Ga,II,339.942,567
Ga,II,614.947,989
Ga,II,839.185,806
Ga,II,353.226,928
Ga,II,732.177,466
Ga,II,292.747,529
Ga,II,482.695,670
Ga,II,495.879,828
Ga,II,608.374,750
Ga,II,563.84,746
Ga,II,590.225,967
Ga,II,756.132,580
Ga,II,780.45,961
Ga,II,255.442,892
Ga,II,432.82,156
Ga,II,615.596,563
Ga,II,728.153,551
Ga,II,642.075,828
Ga,II,687.764,139
Ga,II,495.099,608
Ga,II,771.955,982
Ga,II,300.693,853
Ga,II,795.25,464
Ga,II,327.105,405
Ga,II,739.89,267
Ga,II,396.765,441
Ga,II,560.416,399
Ga,II,376.278,434
Ga,II,452.941,507
Ga,II,294.426,499
Ga,II,261.317,258
Ga,II,421.803,612
Ga,II,339.631,341
Ga,II,898.77,260
Ga,II,859.391,787
Ga,II,470.988,629
Ga,II,641.909,658
Ga,II,737.229,627
Ga,II,785.463,452
Ga,II,780.041,179
Ga,II,713.182,994
Ga,II,529.751,562
Ga,II,567.662,333
Ge,I,311.291,218
Ge,I,277.262,160
Ge,I,465.1,460
Ge,I,449.28,659
Ge,I,851.515,877
Ge,I,689.044,111
Ge,I,479.59,112
Ge,I,237.591,57
Ge,I,283.763,647
Ge,I,457.028,422
Ge,I,581.372,273
Ge,I,631.579,585
Ge,I,496.047,62
Ge,I,527.713,68
Ge,I,835.922,539
Ge,I,517.805,946
Ge,I,647.623,732
Ge,I,604.01,677
Ge,I,849.357,164
Ge,I,898.126,451
Ge,I,444.045,558
Ge,I,245.594,113
Ge,I,747.906,568
Ge,I,462.848,152
Ge,I,250.347,843
Ge,I,232.195,191
Ge,I,446.673,625
Ge,I,243.121,428
Ge,I,783.085,96
Ge,I,326.901,710
Ge,I,324.148,911
Ge,I,615.2,96
Ge,I,264.261,187
Ge,I,525.64,344
Ge,I,876.758,110
Ge,I,547.985,695
Ge,I,859.591,599
Ge,I,453.656,333
Ge,I,558.149,63
Ge,I,244.133,329
Ge,I,720.307,135
Ge,I,515.351,892
Ge,I,241.239,150
Ge,I,533.023,872
Ge,I,886.684,453
Ge,I,397.048,178
Ge,I,308.931,98
Ge,I,375.96,392
Ge,I,461.264,651
Ge,I,235.958,80
Ge,I,642.676,973
Ge,I,471.977,817
Ge,I,451.569,817
Ge,I,528.4,492
Ge,I,226.069,292
Ge,I,292.129,956
Ge,I,621.323,174
Ge,I,472.046,344
Ge,I,778.146,977
Ge,I,213.406,74
Ge,I,749.337,902
Ge,I,485.643,889
Ge,I,219.751,656
Ge,I,526.839,985
Ge,I,863.784,484
Ge,I,703.186,878
Ge,I,806.418,641
Ge,I,725.899,872
Ge,I,611.96,260
Ge,I,474.253,728
Ge,I,794.577,638
Ge,I,288.09,601
Ge,I,401.544,58
Ge,I,707.435,277
Ge,I,352.237,528
Ge,I,823.163,932
Ge,I,564.418,341
Ge,I,887.068,594
Ge,I,804.332,241
Ge,I,770.335,130
Ge,I,772.031,845
Ge,I,494.182,163
Ge,I,474.407,949
Ge,I,419.68,165
Ge,I,669.303,388
Ge,I,289.595,495
Ge,II,570.355,840
Ge,II,380.696,790
Ge,II,894.338,481
Ge,II,275.19,349
Ge,II,812.148,697
Ge,II,816.076,203
Ge,II,342.355,303
Ge,II,496.153,335
Ge,II,616.526,344
Ge,II,406.887,81
Ge,II,502.92,520
Ge,II,591.41,431
Ge,II,330.47,65
Ge,II,263.656,877
Ge,II,408.354,518
Ge,II,315.695,567
Ge,II,578.591,696
Ge,II,325.394,852
Ge,II,399.45,923
Ge,II,202.958,891
Ge,II,325.215,455
Ge,II,373.928,870
Ge,II,559.351,314
Ge,II,595.552,337
Ge,II,223.638,122
Ge,II,539.696,953
Ge,II,603.539,965
Ge,II,804.675,759
Ge,II,773.759,379
Ge,II,633.643,835
Ge,II,500.328,123
Ge,II,734.424,161
Ge,II,822.614,252
Ge,II,548.657,300
Ge,II,306.379,446
Ge,II,852.787,670
Ge,II,407.14,203
Ge,II,363.754,755
Ge,II,779.364,421
Ge,II,201.158,255
Ge,II,850.605,519
Ge,II,506.388,901
Ge,II,413.398,778
Ge,II,391.209,924
Ge,II,497.374,146
Ge,II,756.42,962
Ge,II,704.965,55
Ge,II,264.931,260
Ge,II,484.101,69
Ge,II,894.035,61
Ge,II,302.378,171
Ge,II,300.938,582
Ge,II,568.489,481
Ge,II,335.975,318
Ge,II,595.831,741
Ge,II,767.56,943
Ge,II,665.789,100
Ge,II,348.531,287
Ge,II,574.657,738
Ge,II,208.702,507
Ge,II,307.397,783
Ge,II,807.869,273
Ge,II,384.339,871
Ge,II,348.241,89
Ge,II,568.389,704
Ge,II,202.408,349
Ge,II,670.335,817
Ge,II,831.009,582
Ge,II,353.828,441
Ge,II,554.509,562
Ge,II,767.914,835
Ge,II,263.344,773
Ge,II,470.918,179
Ge,II,239.343,714
Ge,II,794.59,719
Ge,II,242.986,887
Ge,II,498.182,758
Ge,II,698.563,871
Ge,II,216.966,827
Ge,II,396.267,947
Ge,II,517.979,55
Ge,II,332.391,625
Ge,II,256.708,280
As,I,839.936,163
As,I,472.86,822
As,I,685.448,473
As,I,623.518,422
As,I,272.516,406
As,I,802.751,869
As,I,297.014,551
As,I,549.488,69
As,I,754.213,537
As,I,835.839,713
As,I,733.037,903
As,I,618.481,527
As,I,302.49,685
As,I,524.744,195
As,I,449.061,899
As,I,677.782,572
As,I,514.114,558
As,I,839.214,863
As,I,267.619,569
As,I,543.47,371
As,I,756.875,808
As,I,266.293,914
As,I,420.835,323
As,I,663.678,302
As,I,780.135,151
As,I,811.475,599
As,I,488.269,175
As,I,263.994,730
As,I,730.102,989
As,I,635.308,730
As,I,756.7,338
As,I,749.105,105
As,I,317.342,217
As,I,878.097,463
As,I,305.162,427
As,I,249.308,733
As,I,810.434,95
As,I,698.991,863
As,I,626.784,228
As,I,399.685,305
As,I,390.735,642
As,I,848.813,434
As,I,488.704,776
As,I,545.047,119
As,I,270.138,80
As,I,871.469,341
As,I,250.464,554
As,I,438.958,713
As,I,767.971,824
As,I,570.34,249
As,I,780.53,249
As,I,444.416,507
As,I,874.556,243
As,I,593.325,907
As,I,853.656,707
As,I,697.59,864
As,I,443.297,457
As,I,794.616,421
As,I,791.353,303
As,I,341.957,788
As,I,320.622,558
As,I,626.702,915
As,I,641.569,726
As,I,666.474,574
As,I,624.097,126
As,I,832.561,151
As,I,667.192,586
As,I,831.57,903
As,I,806.11,653
As,I,552.73,81
As,I,401.967,860
As,I,244.083,588
As,I,774.555,887
As,I,792.534,934
As,I,554.626,935
As,I,386.402,933
As,I,665.175,816
As,I,775.382,678
As,I,830.879,346
As,I,221.518,876
As,I,553.357,194
As,I,292.215,314
As,I,886.73,653
As,I,623.782,78
As,I,267.674,509
As,I,552.085,103
As,I,895.668,115
As,II,586.784,686
As,II,552.997,125
As,II,769.318,432
As,II,399.377,899
As,II,688.276,533
As,II,595.888,170
As,II,818.395,150
As,II,432.875,975
As,II,627.217,143
As,II,581.947,738
As,II,375.62,86
As,II,515.32,326
As,II,567.039,938
As,II,508.879,336
As,II,764.006,796
As,II,438.71,126
As,II,268.176,291
As,II,542.417,435
As,II,401.979,247
As,II,768.093,996
As,II,649.719,229
As,II,269.774,510
As,II,870.812,196
As,II,669.52,696
As,II,544.507,134
As,II,707.379,58
As,II,512.945,850
As,II,583.713,152
As,II,444.695,356
As,II,818.782,94
As,II,253.789,616
As,II,424.247,774
As,II,484.073,143
As,II,286.056,373
As,II,808.373,545
As,II,283.411,779
As,II,691.177,108
As,II,468.957,962
As,II,792.616,163
As,II,841.696,814
As,II,704.86,927
As,II,200.862,111
As,II,537.38,642
As,II,707.978,574
As,II,874.74,911
As,II,455.31,349
As,II,240.94,714
As,II,518.865,875
As,II,245.234,355
As,II,675.717,764
As,II,626.912,418
As,II,264.092,249
As,II,801.871,653
As,II,419.194,318
As,II,230.12,481
As,II,619.528,331
As,II,291.083,90
As,II,205.84,549
As,II,668.197,553
As,II,229.202,288
As,II,776.06,153
As,II,741.416,752
As,II,835.835,406
As,II,823.717,105
As,II,704.962,703
As,II,649.692,451
As,II,879.041,784
As,II,692.334,848
As,II,585.81,347
As,II,545.711,221
As,II,366.608,99
As,II,211.795,751
As,II,553.802,252
As,II,456.392,381
As,II,590.496,255
As,II,724.201,968
As,II,731.603,814
As,II,326.57,92
Se,I,456.59,257
Se,I,262.699,73
Se,I,838.962,447
Se,I,756.154,776
Se,I,830.367,746
Se,I,285.467,650
Se,I,423.466,657
Se,I,635.1,882
Se,I,702.561,317
Se,I,825.629,699
Se,I,402.381,927
Se,I,268.998,906
Se,I,723.409,170
Se,I,339.873,173
Se,I,715.538,196
Se,I,544.668,215
Se,I,505.952,847
Se,I,465.151,164
Se,I,675.718,597
Se,I,540.642,170
Se,I,692.25,917
Se,I,547.053,947
Se,I,540.951,547
Se,I,357.779,874
Se,I,512.081,322
Se,I,881.629,801
Se,I,284.07,333
Se,I,297.469,280
Se,I,368.652,58
Se,I,443.572,189
Se,I,288.737,701
Se,I,819.537,641
Se,I,737.018,173
Se,I,642.234,256
Se,I,861.518,410
Se,I,897.426,790
Se,I,545.368,894
Se,I,853.931,292
Se,I,463.744,224
Se,I,690.632,804
Se,I,231.204,849
Se,I,504.029,278
Se,I,558.072,875
Se,I,434.998,993
Se,I,899.482,157
Se,I,290.641,118
Se,I,230.828,190
Se,I,816.093,884
Se,I,328.968,248
Se,I,741.436,511
Se,I,523.054,521
Se,I,338.751,402
Se,I,536.207,868
Se,I,329.587,767
Se,I,888.774,703
Se,I,337.833,586
Se,I,879.747,552
Se,I,593.759,600
Se,I,222.922,372
Se,I,509.061,211
Se,I,765.805,986
Se,I,413.471,254
Se,I,229.314,225
Se,I,595.3,177
Se,I,888.25,646
Se,I,767.792,118
Se,I,760.557,771
Se,I,505.167,175
Se,I,372.377,770
Se,I,815.343,485
Se,I,556.185,660
Se,I,246.409,325
Se,I,827.399,417
Se,I,530.957,355
Se,I,450.429,152
Se,I,860.137,869
Se,I,845.595,796
Se,I,653.985,533
Se,I,541.101,368
Se,I,775.689,761
Se,I,609.248,361
Se,I,796.112,53
Se,I,588.585,902
Se,I,595.501,968
Se,II,771.282,837
Se,II,282.902,354
Se,II,286.022,979
Se,II,310.26,69
Se,II,717.435,326
Se,II,790.496,66
Se,II,264.041,991
Se,II,344.42,481
Se,II,582.936,558
Se,II,371.976,521
Se,II,599.503,115
Se,II,594.361,566
Se,II,361.828,925
Se,II,462.199,632
Se,II,495.071,127
Se,II,230.794,504
Se,II,820.834,719
Se,II,292.696,933
Se,II,384.506,341
Se,II,323.049,316
Se,II,268.105,825
Se,II,615.442,379
Se,II,230.114,733
Se,II,800.045,878
Se,II,809.457,596
Se,II,727.745,584
Se,II,258.7,190
Se,II,215.728,443
Se,II,294.55,380
Se,II,471.082,417
Se,II,235.522,652
Se,II,773.004,455
Se,II,651.851,974
Se,II,846.476,366
Se,II,297.558,391
Se,II,873.312,471
Se,II,778.659,160
Se,II,290.557,231
Se,II,395.828,724
Se,II,777.375,63
Se,II,586.881,736
Se,II,651.343,312
Se,II,249.305,891
Se,II,240.958,328
Se,II,248.214,504
Se,II,346.525,743
Se,II,316.103,393
Se,II,612.185,260
Se,II,836.801,51
Se,II,850.6,547
Se,II,676.84,634
Se,II,429.043,701
Se,II,400.109,290
Se,II,613.644,633
Se,II,676.399,572
Se,II,339.986,705
Se,II,448.243,344
Se,II,731.029,194
Se,II,216.462,991
Se,II,246.127,539
Se,II,302.277,128
Se,II,843.966,492
Se,II,815.119,587
Se,II,888.098,920
Se,II,310.787,597
Se,II,481.359,960
Se,II,304.761,796
Se,II,400.856,310
Se,II,829.738,981
Se,II,568.991,141
Se,II,545.661,846
Se,II,890.852,418
Se,II,501.338,432
Se,II,317.201,414
Se,II,239.732,216
Se,II,387.596,662
Br,I,490.283,344
Br,I,347.422,210
Br,I,465.141,748
Br,I,627.407,471
Br,I,561.306,418
Br,I,267.52,773
Br,I,721.471,770
Br,I,510.707,559
Br,I,428.014,860
Br,I,345.368,670
Br,I,761.156,829
Br,I,308.314,139
Br,I,233.999,290
Br,I,446.674,128
Br,I,679.259,426
Br,I,437.066,434
Br,I,842.784,435
Br,I,495.881,529
Br,I,293.748,516
Br,I,843.579,522
Br,I,770.641,767
Br,I,513.256,934
Br,I,410.045,786
Br,I,687.362,323
Br,I,394.68,611
Br,I,458.562,388
Br,I,354.257,939
Br,I,739.513,818
Br,I,342.023,611
Br,I,751.614,666
Br,I,659.099,315
Br,I,384.653,749
Br,I,861.128,913
Br,I,216.069,140
Br,I,671.029,523
Br,I,773.604,861
Br,I,349.168,889
Br,I,459.413,299
Br,I,416.877,145
Br,I,417.033,639
Br,I,824.633,619
Br,I,482.222,358
Br,I,731.526,110
Br,I,715.439,891
Br,I,832.458,160
Br,I,779.642,247
Br,I,667.693,911
Br,I,713.206,833
Br,I,516.957,497
Br,I,899.4,698
Br,I,822.59,146
Br,I,819.113,461
Br,I,385.216,231
Br,I,392.344,520
Br,I,428.404,753
Br,I,729.462,916
Br,I,387.204,776
Br,I,261.362,549
Br,I,568.472,95
Br,I,309.757,750
Br,I,366.257,565
Br,I,672.002,880
Br,I,756.801,717
Br,I,687.8,779
Br,I,250.345,252
Br,I,628.295,99
Br,I,434.73,630
Br,I,878.241,660
Br,I,764.266,859
Br,I,424.25,398
Br,I,754.834,615
Br,I,434.834,294
Br,I,641.771,631
Br,I,331.794,154
Br,I,290.187,327
Br,I,805.587,251
Br,I,416.302,625
Br,I,354.172,833
Br,I,320.544,730
Br,I,268.28,588
Br,II,347.616,220
Br,II,823.064,146
Br,II,547.079,891
Br,II,776.084,795
Br,II,610.613,130
Br,II,656.201,52
Br,II,629.263,959
Br,II,439.191,202
Br,II,561.889,483
Br,II,622.351,868
Br,II,607.39,734
Br,II,388.425,551
Br,II,770.474,498
Br,II,535.634,87
Br,II,507.505,587
Br,II,494.377,982
Br,II,438.017,978
Br,II,883.73,820
Br,II,887.351,713
Br,II,813.351,609
Br,II,898.669,354
Br,II,524.796,870
Br,II,377.882,798
Br,II,267.462,574
Br,II,627.909,351
Br,II,278.075,522
Br,II,509.684,135
Br,II,780.69,945
Br,II,573.169,922
Br,II,479.497,273
Br,II,209.781,582
Br,II,383.538,502
Br,II,756.557,203
Br,II,586.724,785
Br,II,373.027,316
Br,II,251.875,797
Br,II,892.776,388
Br,II,238.749,292
Br,II,457.565,906
Br,II,607.905,500
Br,II,210.023,141
Br,II,255.832,396
Br,II,685.407,447
Br,II,243.632,963
Br,II,386.114,779
Br,II,810.516,723
Br,II,711.234,810
Br,II,636.584,442
Br,II,445.035,564
Br,II,657.614,659
Br,II,405.488,534
Br,II,326.724,216
Br,II,530.434,98
Br,II,303.777,180
Br,II,796.62,859
Br,II,350.681,53
Br,II,698.077,454
Br,II,764.948,548
Br,II,455.088,523
Br,II,860.388,212
Br,II,662.413,636
Br,II,594.174,166
Br,II,690.969,390
Br,II,400.637,895
Br,II,673.449,165
Br,II,423.264,260
Br,II,460.882,711
Br,II,527.382,428
Br,II,747.753,104
Br,II,460.243,305
Br,II,628.562,719
Br,II,719.433,179
Br,II,485.391,393
Br,II,556.91,206
Br,II,750.695,966
Br,II,243.852,998
Br,II,455.658,434
Br,II,897.412,184
Br,II,205.208,952
Br,II,430.27,362
Br,II,761.789,974
Br,II,867.682,747
Br,II,621.742,419
Br,II,402.11,882
Kr,I,315.554,453
Kr,I,705.873,742
Kr,I,279.953,667
Kr,I,335.232,131
Kr,I,220.412,831
Kr,I,251.883,475
Kr,I,561.521,999
Kr,I,646.183,946
Kr,I,398.652,380
Kr,I,892.942,268
Kr,I,642.517,993
Kr,I,331.716,325
Kr,I,421.167,75
Kr,I,455.483,529
Kr,I,664.89,742
Kr,I,793.972,380
Kr,I,867.258,530
Kr,I,531.426,332
Kr,I,321.511,355
Kr,I,335.916,834
Kr,I,889.029,892
Kr,I,857.576,67
Kr,I,247.332,124
Kr,I,492.182,324
Kr,I,554.939,629
Kr,I,246.421,180
Kr,I,501.504,320
Kr,I,520.627,986
Kr,I,442.567,934
Kr,I,303.472,358
Kr,I,652.908,589
Kr,I,257.434,180
Kr,I,643.63,189
Kr,I,348.131,692
Kr,I,705.92,79
Kr,I,640.792,281
Kr,I,502.162,466
Kr,I,448.616,183
Kr,I,546.161,574
Kr,I,734.699,960
Kr,I,620.652,323
Kr,I,395.892,860
Kr,I,491.332,637
Kr,I,390.715,137
Kr,I,746.806,855
Kr,I,330.883,653
Kr,I,769.505,225
Kr,I,494.809,822
Kr,I,465.817,354
Kr,I,269.518,220
Kr,I,635.496,476
Kr,I,411.767,542
Kr,I,870.728,483
Kr,I,887.879,172
Kr,I,346.474,682
Kr,I,729.652,281
Kr,I,794.719,804
Kr,I,363.981,832
Kr,I,451.034,977
Kr,I,805.596,776
Kr,I,610.689,737
Kr,I,702.422,270
Kr,I,690.185,824
Kr,I,272.395,109
Kr,I,552.029,566
Kr,I,605.835,575
Kr,I,507.766,764
Kr,I,868.89,661
Kr,I,601.364,843
Kr,I,351.143,482
Kr,I,542.558,858
Kr,I,484.451,592
Kr,I,494.336,121
Kr,I,438.719,238
Kr,I,533.677,162
Kr,I,569.157,250
Kr,II,534.585,405
Kr,II,235.342,681
Kr,II,568.297,797
Kr,II,419.774,96
Kr,II,339.509,467
Kr,II,649.594,479
Kr,II,303.83,553
Kr,II,652.085,272
Kr,II,508.584,107
Kr,II,741.333,429
Kr,II,295.367,308
Kr,II,661.025,328
Kr,II,348.169,260
Kr,II,636.38,957
Kr,II,320.243,216
Kr,II,241.358,53
Kr,II,871.831,643
Kr,II,694.664,568
Kr,II,293.728,141
Kr,II,799.61,78
Kr,II,794.394,574
Kr,II,493.28,208
Kr,II,537.736,75
Kr,II,456.091,181
Kr,II,528.922,975
Kr,II,595.912,58
Kr,II,762.817,486
Kr,II,525.237,951
Kr,II,826.311,622
Kr,II,324.796,817
Kr,II,844.85,255
Kr,II,510.631,768
Kr,II,614.87,694
Kr,II,323.287,504
Kr,II,815.933,280
Kr,II,622.786,634
Kr,II,538.246,471
Kr,II,565.216,638
Kr,II,757.281,785
Kr,II,436.97,345
Kr,II,725.774,503
Kr,II,250.242,762
Kr,II,850.807,680
Kr,II,621.169,114
Kr,II,321.346,541
Kr,II,756.599,517
Kr,II,239.897,426
Kr,II,359.47,62
Kr,II,528.888,959
Kr,II,309.776,968
Kr,II,289.432,748
Kr,II,601.824,548
Kr,II,788.967,135
Kr,II,439.245,459
Kr,II,614.824,308
Kr,II,489.09,121
Kr,II,228.859,923
Kr,II,547.131,901
Kr,II,795.326,757
Kr,II,793.528,484
Kr,II,813.544,155
Kr,II,315.11,636
Kr,II,717.425,470
Kr,II,655.211,198
Kr,II,658.486,326
Kr,II,345.618,466
Kr,II,748.532,865
Kr,II,690.725,232
Kr,II,312.46,63
Kr,II,861.166,796
Kr,II,696.959,633
Kr,II,733.502,156
Kr,II,747.775,856
Kr,II,776.798,498
Kr,II,816.994,997
Kr,II,386.502,845
Kr,II,309.454,627
Kr,II,504.014,105
Kr,II,714.56,864
Kr,II,496.643,962
Kr,II,596.852,574
Kr,II,380.1,161
Kr,II,267.991,435
Kr,II,452.91,385
Kr,II,471.138,513
Rb,I,587.352,296
Rb,I,338.214,411
Rb,I,722.12,279
Rb,I,736.174,836
Rb,I,423.175,963
Rb,I,206.09,841
Rb,I,663.482,142
Rb,I,554.598,939
Rb,I,674.726,678
Rb,I,849.956,807
Rb,I,746.797,566
Rb,I,593.683,753
Rb,I,564.945,837
Rb,I,531.279,512
Rb,I,698.527,291
Rb,I,275.608,400
Rb,I,334.674,619
Rb,I,707.503,749
Rb,I,673.53,135
Rb,I,870.955,671
Rb,I,629.572,314
Rb,I,750.145,979
Rb,I,214.158,178
Rb,I,566.185,388
Rb,I,514.121,242
Rb,I,303.327,519
Rb,I,535.431,761
Rb,I,669.198,292
Rb,I,675.944,780
Rb,I,669.381,471
Rb,I,536.864,336
Rb,I,664.716,747
Rb,I,288.753,202
Rb,I,717.628,618
Rb,I,619.168,154
Rb,I,506.599,216
Rb,I,539.423,768
Rb,I,254.358,680
Rb,I,713.446,644
Rb,I,279.707,779
Rb,I,804.214,982
Rb,I,767.206,450
Rb,I,456.42,741
Rb,I,286.175,908
Rb,I,561.145,110
Rb,I,442.525,821
Rb,I,402.618,661
Rb,I,464.941,951
Rb,I,841.916,759
Rb,I,581.095,732
Rb,I,339.582,921
Rb,I,508.886,514
Rb,I,471.398,698
Rb,I,660.449,797
Rb,I,600.72,663
Rb,I,656.247,1000
Rb,I,809.292,348
Rb,I,264.518,702
Rb,I,755.447,901
Rb,I,605.868,762
Rb,I,894.952,231
Rb,I,762.821,173
Rb,I,872.425,66
Rb,I,478.033,101
Rb,I,367.476,851
Rb,I,286.078,151
Rb,I,603.401,791
Rb,I,492.565,643
Rb,I,724.604,715
Rb,I,880.765,106
Rb,I,830.945,172
Rb,I,747.948,414
Rb,I,362.128,287
Rb,I,844.117,467
Rb,I,298.788,736
Rb,I,639.753,834
Rb,I,733.018,183
Rb,I,447.977,748
Rb,I,627.35,981
Rb,I,270.987,159
Rb,I,265.484,870
Rb,I,286.171,288
Rb,I,660.084,136
Rb,I,529.799,958
Rb,II,335.238,229
Rb,II,586.607,963
Rb,II,412.307,957
Rb,II,398.778,435
Rb,II,534.969,172
Rb,II,812.694,57
Rb,II,617.905,469
Rb,II,711.196,716
Rb,II,345.042,312
Rb,II,647.655,224
Rb,II,707.383,89
Rb,II,864.346,72
Rb,II,768.589,538
Rb,II,360.764,813
Rb,II,330.641,161
Rb,II,341.39,558
Rb,II,794.902,367
Rb,II,753.416,747
Rb,II,411.011,741
Rb,II,729.799,145
Rb,II,313.026,515
Rb,II,211.196,434
Rb,II,303.478,417
Rb,II,579.22,942
Rb,II,282.596,550
Rb,II,754.531,790
Rb,II,661.357,459
Rb,II,529.129,998
Rb,II,213.13,686
Rb,II,613.863,248
Rb,II,524.774,701
Rb,II,361.556,131
Rb,II,717.585,172
Rb,II,209.633,799
Rb,II,391.557,471
Rb,II,366.314,946
Rb,II,405.481,642
Rb,II,222.851,650
Rb,II,448.525,860
Rb,II,208.164,301
Rb,II,271.801,826
Rb,II,847.441,285
Rb,II,294.974,435
Rb,II,525.915,444
Rb,II,832.074,142
Rb,II,557.892,463
Rb,II,540.884,615
Rb,II,414.782,745
Rb,II,769.635,834
Rb,II,282.65,787
Rb,II,746.753,258
Rb,II,824.398,391
Rb,II,673.152,161
Rb,II,437.23,658
Rb,II,414.151,877
Rb,II,893.869,658
Rb,II,210.939,794
Rb,II,657.596,257
Rb,II,778.782,546
Rb,II,389.989,750
Rb,II,683.598,883
Rb,II,410.388,92
Rb,II,360.701,356
Rb,II,443.906,748
Rb,II,575.453,67
Rb,II,246.027,480
Rb,II,451.849,508
Rb,II,631.098,509
Rb,II,667.799,434
Rb,II,782.476,365
Rb,II,713.873,614
Rb,II,261.35,725
Rb,II,584.457,924
Rb,II,872.018,905
Rb,II,769.307,364
Rb,II,845.072,728
Rb,II,687.708,314
Rb,II,781.641,663
Rb,II,251.993,555
Sr,I,552.527,937
Sr,I,861.646,618
Sr,I,731.759,876
Sr,I,872.524,682
Sr,I,593.509,795
Sr,I,523.303,192
Sr,I,861.671,172
Sr,I,506.023,817
Sr,I,585.711,198
Sr,I,875.039,487
Sr,I,200.776,320
Sr,I,530.917,503
Sr,I,235.956,205
Sr,I,299.106,911
Sr,I,724.16,658
Sr,I,251.708,697
Sr,I,854.676,798
Sr,I,872.503,283
Sr,I,606.978,796
Sr,I,222.608,550
Sr,I,695.652,331
Sr,I,546.636,649
Sr,I,797.732,490
Sr,I,881.696,492
Sr,I,859.734,906
Sr,I,638.427,226
Sr,I,312.29,783
Sr,I,714.346,685
Sr,I,506.926,637
Sr,I,775.734,132
Sr,I,619.403,520
Sr,I,463.385,345
Sr,I,355.625,791
Sr,I,507.013,63
Sr,I,753.094,147
Sr,I,712.868,910
Sr,I,626.46,783
Sr,I,262.92,680
Sr,I,240.149,445
Sr,I,885.475,1000
Sr,I,808.588,767
Sr,I,687.475,285
Sr,I,612.482,531
Sr,I,538.815,908
Sr,I,568.039,585
Sr,I,445.855,667
Sr,I,442.534,583
Sr,I,649.547,211
Sr,I,262.596,312
Sr,I,245.428,878
Sr,I,784.784,473
Sr,I,821.671,225
Sr,I,329.404,636
Sr,I,466.4,331
Sr,I,599.909,838
Sr,I,850.307,798
Sr,I,485.573,374
Sr,I,206.348,599
Sr,I,391.813,634
Sr,I,256.027,583
Sr,I,542.439,247
Sr,I,487.007,946
Sr,I,275.841,659
Sr,I,395.039,124
Sr,I,367.276,260
Sr,I,326.631,376
Sr,I,452.76,819
Sr,I,882.024,375
Sr,I,527.187,680
Sr,I,462.308,340
Sr,I,280.505,951
Sr,I,642.597,430
Sr,I,668.722,177
Sr,I,473.648,841
Sr,I,854.933,701
Sr,I,646.787,537
Sr,I,429.532,457
Sr,I,529.978,520
Sr,I,322.686,953
Sr,I,675.459,353
Sr,I,817.542,639
Sr,I,434.43,574
Sr,I,222.518,104
Sr,I,351.024,877
Sr,I,274.461,592
Sr,I,220.17,939
Sr,I,633.163,87
Sr,I,582.524,109
Sr,I,644.218,589
Sr,I,848.479,568
Sr,II,805.534,116
Sr,II,202.043,963
Sr,II,432.202,682
Sr,II,639.219,379
Sr,II,546.15,633
Sr,II,350.131,905
Sr,II,277.08,442
Sr,II,341.676,649
Sr,II,423.111,497
Sr,II,630.289,909
Sr,II,370.15,211
Sr,II,228.574,283
Sr,II,572.114,633
Sr,II,268.635,688
Sr,II,719.682,110
Sr,II,447.517,752
Sr,II,716.871,957
Sr,II,378.961,285
Sr,II,755.605,459
Sr,II,796.883,238
Sr,II,356.733,151
Sr,II,382.428,449
Sr,II,812.018,158
Sr,II,745.918,195
Sr,II,344.67,306
Sr,II,277.279,609
Sr,II,655.411,702
Sr,II,864.451,126
Sr,II,423.221,899
Sr,II,447.756,832
Sr,II,840.31,972
Sr,II,413.556,80
Sr,II,600.387,326
Sr,II,899.268,226
Sr,II,886.489,833
Sr,II,413.061,494
Sr,II,381.177,406
Sr,II,695.874,664
Sr,II,312.353,964
Sr,II,473.751,241
Sr,II,374.588,229
Sr,II,537.822,505
Sr,II,853.452,793
Sr,II,821.148,127
Sr,II,678.758,114
Sr,II,246.526,527
Sr,II,255.586,470
Sr,II,372.588,74
Sr,II,548.59,956
Sr,II,697.533,110
Sr,II,251.556,206
Sr,II,706.565,453
Sr,II,311.695,829
Sr,II,590.076,716
Sr,II,350.275,535
Sr,II,274.877,212
Sr,II,615.068,821
Sr,II,464.463,646
Sr,II,616.458,167
Sr,II,785.977,618
Sr,II,665.638,408
Sr,II,709.431,662
Sr,II,328.087,678
Sr,II,521.429,187
Sr,II,230.533,330
Sr,II,567.437,205
Sr,II,652.107,425
Sr,II,243.831,964
Sr,II,284.398,861
Sr,II,282.15,334
Sr,II,461.086,980
Sr,II,793.261,887
Sr,II,504.457,958
